", M",974
 MA,5325
MAI,492
AID,3293
ID ,4243
D O,3373
F H,1885
HON,407
ONO,327
NOR,581
OR ,5872
R A,2871
D F,2184
FAV,87
AVO,253
VOR,154
ORI,891
RIT,683
ITE,1643
TE ,2119
E O,6095
E E,2540
 EM,917
EMP,1051
MPR,242
PRE,2242
RES,3774
ESS,5490
SS ,2791
MAR,1653
ARY,1457
RYA,139
YA ,577
A F,843
 FE,2181
FED,58
EDO,184
DOR,150
ORO,268
ROV,592
NA.,83
A. ,269
. W,997
HES,1125
ESE,1195
SE ,3795
 WO,3377
WOR,1346
ORD,1766
RDS,765
DS ,1200
S S,3590
 SH,5960
SHE,4784
E G,1982
 GR,1605
GRE,949
REE,1194
EET,623
ETE,644
D P,2092
CE ,4868
E V,1060
 VA,652
VAS,321
ASI,588
SIL,766
ILI,1185
LI ,166
I K,190
 KU,534
KUR,78
URA,368
RAG,317
AGI,449
GIN,953
"IN,",497
"N, ",2784
 A ,9106
A M,997
MAN,3344
AN ,5188
N O,2526
 HI,13848
HIG,339
GH ,982
H R,215
 RA,1167
RAN,1566
ANK,535
NK ,603
K A,606
IMP,950
MPO,464
POR,735
ORT,1447
RTA,590
TAN,1713
ANC,1640
", W",3315
 WH,10023
WHO,3235
HO ,1887
 FI,2417
FIR,1210
IRS,875
RST,1384
O A,1644
ARR,1185
RRI,1179
RIV,567
IVE,2354
 AT,4819
R R,506
REC,1260
ECE,757
CEP,371
EPT,650
PTI,341
TIO,4728
ION,6151
ON.,891
N. ,1107
. A,1720
HAD,5431
AD ,6152
D A,7104
A C,995
 CO,8903
COU,3233
OUG,2294
UGH,2872
H F,280
 FO,5728
FOR,6594
R S,1496
SOM,1976
OME,3888
E D,3502
 DA,1619
DAY,1031
AYS,909
YS.,48
. S,1099
"AS,",213
"S, ",5629
 SA,5942
SAI,2889
"ID,",324
 SU,2542
SUF,197
UFF,319
FFE,760
FER,720
ERI,1343
G F,722
FRO,3180
ROM,2900
OM ,3425
M L,97
 LA,2148
GRI,201
RIP,93
IPP,134
PPE,1173
PE;,3
E; ,159
; G,5
PE ,190
E B,3528
BEI,470
EIN,743
G T,4088
HEN,2672
EN ,6972
A N,247
EW ,1873
W W,596
RD ,1505
D I,3398
N S,1573
ST.,258
T. ,1372
. P,544
ERS,4649
RSB,246
SBU,245
BUR,526
URG,300
"RG,",83
"G, ",1359
", U",188
 US,808
USE,2006
SED,2277
 ON,7289
ONL,1359
NLY,1938
LIT,1482
TE.,166
INV,255
NVI,217
VIT,441
ITA,771
ATI,2753
ONS,2736
THO,3114
HOU,4146
OUT,3847
T E,919
 EX,2157
EXC,596
XCE,277
"ON,",1049
 WR,444
WRI,259
ITT,1145
TTE,1957
N I,1853
N F,1086
FRE,1573
REN,2024
ENC,2429
NCH,1277
"CH,",427
"H, ",1211
D D,1492
DEL,291
LIV,414
VER,5169
RED,3335
Y A,3401
A S,1612
 SC,534
SCA,236
CAR,911
ARL,417
RLE,52
LET,996
ET-,11
T-L,5
-LI,34
IED,1529
FOO,350
OOT,452
OTM,81
TMA,82
N T,7402
T M,1507
ORN,476
RNI,615
NIN,2080
"NG,",1318
", R",873
S F,2298
FOL,389
OLL,686
LLO,965
LOW,1202
OWS,401
WS:,9
U H,231
G B,643
BET,505
ETT,905
R T,3650
"DO,",62
"O, ",818
", C",926
OUN,4111
UNT,1989
NT ,4806
T (,26
 (O,27
(OR,5
R P,783
CE),11
"E),",29
"), ",156
PRO,1578
ROS,1795
OSP,97
PEC,864
ECT,1812
CT ,698
T O,3932
F S,750
PEN,1026
NDI,1028
DIN,1847
G A,2441
N E,749
 EV,2409
VEN,1644
ENI,1077
G W,940
H A,2198
 PO,1857
POO,102
OOR,517
NVA,54
VAL,413
ALI,557
LID,73
S N,1732
OT ,4831
TOO,1378
OO ,239
O T,4266
ERR,2550
RIB,352
IBL,836
BLE,2336
"LE,",733
SHA,2110
HAL,705
L B,463
BE ,2171
 VE,1078
ERY,2241
Y C,890
 CH,1778
HAR,847
ARM,1487
RME,510
MED,1500
O S,1874
E Y,933
U T,289
TON,433
ONI,273
NIG,395
HT ,2205
T B,1850
ETW,243
TWE,404
WEE,398
EEN,2273
N 7,1
 7 ,2
7 A,2
D 1,4
 10,8
10-,1
0--,1
--A,331
-AN,151
NNE,670
NET,109
ER.,1521
HEA,2132
EAV,500
ENS,817
NS!,31
S! ,376
! W,191
WHA,2484
T A,4842
A V,225
 VI,1070
VIR,79
IRU,6
RUL,113
ULE,167
LEN,1184
ENT,7480
ATT,1806
TTA,332
TAC,446
ACK,1373
CK!,30
K! ,48
! R,71
REP,1375
EPL,567
PLI,507
E P,3557
E L,2563
 LE,2568
LEA,1729
EAS,1740
AST,1455
DIS,1366
ISC,259
SCO,929
CON,3499
ONC,770
CER,1093
ERT,568
S R,1203
. H,1968
D J,189
 EN,1625
NTE,2707
"ED,",1948
WEA,364
EAR,3641
ARI,761
EMB,667
MBR,88
BRO,794
ROI,74
OID,119
IDE,2442
DER,3506
D C,1586
URT,349
RT ,846
T U,777
 UN,2353
UNI,439
NIF,333
IFO,131
ORM,827
"RM,",104
"M, ",1326
", K",197
 KN,1704
KNE,606
NEE,293
 BR,1504
BRE,287
EEC,71
ECH,155
"ES,",1716
D S,3960
SHO,1963
HOE,37
OES,340
TAR,544
ARS,759
S B,1674
SER,1061
NE ,3568
EXP,1347
XPR,535
SSI,2628
SIO,1042
ON ,7911
N H,3192
 FL,738
FLA,285
LAT,889
FAC,1460
ACE,2063
CE.,713
E. ,2314
SPO,530
POK,237
OKE,1281
KE ,1774
REF,495
EFI,212
FIN,891
INE,2036
CH ,4264
H I,541
N W,2142
WHI,3012
HIC,2164
H O,603
 OU,2040
UR ,1570
R G,345
GRA,865
NDF,21
DFA,12
FAT,621
ATH,1327
Y S,1602
"HT,",341
"T, ",2969
H T,2205
NTL,1071
TLE,1543
PAT,582
ATR,101
TRO,874
RON,883
NIZ,204
IZI,100
ZIN,230
G I,1043
INT,2559
NTO,1133
NAT,2193
N N,344
 NA,1931
ATU,290
TUR,1909
RAL,1097
AL ,2047
F I,742
 IM,938
O H,2971
D G,994
GRO,503
ROW,1147
 OL,807
OLD,2458
LD ,4618
SOC,187
OCI,195
CIE,331
IET,359
ETY,479
TY ,1617
T C,1163
RT.,121
WEN,1007
 UP,1685
UP ,1314
P T,617
"NA,",153
KIS,227
ISS,588
SSE,1499
R H,2216
HAN,2270
SEN,1478
TIN,3010
 BA,2330
BAL,485
ALD,86
"LD,",201
SCE,167
CEN,381
SHI,672
INI,888
G H,1817
EAD,2115
"AD,",288
COM,2947
OMP,690
MPL,558
PLA,1335
LAC,750
TLY,1362
SEA,191
EAT,1753
HIM,5679
IMS,1069
MSE,1223
LF ,1280
F O,538
SOF,178
OFA,75
FA.,14
F A,1687
", D",752
DEA,922
AR ,1609
R F,1244
", T",3742
W Y,106
RE.,696
SET,342
ET ,1946
T Y,675
ND',49
D'S,128
'S ,3865
 MI,1731
MIN,1324
IND,1789
T R,1016
"ST,",321
ALT,319
LTE,153
ONE,4613
"NE,",434
", B",2668
BEN,278
NEA,463
POL,911
OLI,335
NES,1535
AFF,478
FEC,245
CTE,638
 SY,82
SYM,78
YMP,66
MPA,549
THY,184
HY ,574
Y O,1588
F W,774
DIF,406
IFF,445
D E,1015
 IR,185
IRO,75
ONY,520
NY ,773
OUL,3421
ULD,3226
ERN,602
RNE,1034
ED.,1491
CAN,1203
L W,618
HIL,1014
ILE,1668
LE ,4719
ORA,239
LY?,22
Y? ,163
? C,48
E C,5475
ALM,323
LM ,75
M I,494
 TI,1506
TIM,1497
IME,1785
MES,543
S L,1223
 LI,3400
LIK,962
IKE,961
HAS,883
ANY,1378
FEE,721
EEL,651
LIN,1797
NG?,121
G? ,105
? S,404
. Y,381
TAY,125
AYI,400
YIN,1072
HOL,1575
OLE,1728
HOP,237
OPE,828
PE?,7
FET,66
ENG,400
NGL,474
GLI,181
LIS,654
ISH,1374
SH ,620
 AM,969
AMB,101
MBA,105
BAS,142
ASS,1224
SSA,798
SAD,204
ADO,160
OR',176
R'S,588
'S?,6
S? ,204
? T,215
TOD,92
ODA,99
AY ,2313
Y I,1159
WED,472
EDN,33
DNE,128
ESD,22
SDA,37
AY.,412
Y. ,1131
. I,1845
I M,161
 MU,1312
MUS,777
PUT,399
 AP,751
APP,1644
ARA,497
"RE,",1011
. M,243
Y D,1189
DAU,175
AUG,634
S C,1692
OMI,406
 TA,1796
TAK,975
E M,3659
I T,270
AY',31
Y'S,231
BEE,1526
N C,815
CEL,267
ELE,570
LED,1657
D. ,1561
I C,276
ONF,355
NFE,72
FES,87
TIV,508
IVI,734
ITI,1324
TIE,420
IRE,1108
REW,1553
EWO,19
ORK,222
RKS,77
KS ,450
BEC,844
ECO,668
ISO,701
ME.,418
HEY,2262
EY ,2181
Y H,1590
D K,344
U W,347
WIS,573
HED,1686
 IT,5809
"IT,",486
TAI,798
AIN,2885
INM,16
NME,115
MEN,3560
WOU,1654
OFF,1370
"FF,",88
"F, ",459
"HO,",103
", L",804
A W,861
UND,3211
ND-,71
D-U,10
-UP,24
P C,24
 CL,1049
CLO,583
LOC,195
OCK,328
"CK,",170
"K, ",494
ORC,387
RCE,433
HAB,145
ABI,224
BIT,276
NGS,581
GS ,463
S H,3251
 DI,3811
DID,1619
D N,3564
O B,1334
VED,1161
TEA,470
ASE,725
SE!,71
E! ,519
D W,3283
N D,621
DEC,395
ECI,522
CID,202
DED,1716
 AB,1596
ABO,1212
BOU,1258
T N,1032
NOV,233
OVO,82
VOS,11
OSI,627
ILT,98
LTS,42
TSE,186
SEV,360
EV',40
V'S,354
ISP,409
SPA,219
ATC,328
TCH,574
CH?,25
H? ,76
? Y,74
U K,225
W E,88
RYT,417
YTH,728
NG.,965
SAY,1003
IT?,127
T? ,339
? R,48
COL,564
STL,168
LES,1436
NE.,314
ED?,102
D? ,141
URN,1257
RNT,6
 BO,2067
BOA,51
OAT,291
ATS,89
"TS,",444
I B,99
WE ,896
E R,3476
ADY,612
DY ,747
RS.,462
I A,598
ALW,464
LWA,465
WAY,1710
YS ,733
LAN,1030
ANG,1285
NGU,131
GUI,181
UID,54
IDL,197
DLY,802
 AC,1185
ACT,1231
CTO,419
TOR,1422
EPE,421
TAL,1130
ALE,574
R O,1633
ONT,1289
NTR,741
RAR,206
"RY,",496
DES,1223
ESP,558
SPI,486
PIT,446
RTY,275
Y Y,145
 YE,870
YEA,230
"RS,",789
OVE,2969
ERF,380
RFL,26
FLO,220
OWE,922
ANI,817
NIM,202
IMA,461
MAT,702
MPU,43
PUL,166
ULS,95
LSI,57
SIV,140
SS.,372
. T,2865
NTH,212
THU,106
HUS,447
USI,456
SIA,905
IAS,45
CIA,411
IAL,527
L V,76
 VO,670
VOC,24
OCA,45
CAT,439
MET,985
ETI,493
S E,1272
WHE,2628
ECA,753
CAM,1181
AME,2193
IC ,411
C I,14
 OR,2166
RDE,962
R N,441
ISA,155
SAP,80
PPO,415
POI,359
OIN,984
XPE,538
CTA,130
HOS,977
OSE,1821
O K,307
W H,650
R. ,1126
SUB,281
UBD,6
BDU,10
DUE,86
UED,299
 SM,1238
SMI,781
T S,2750
SUI,164
UIT,617
FAD,6
ADE,991
FEA,275
URE,1248
 PL,1453
LAY,528
AYE,224
YED,286
D R,1459
 RO,3075
ROU,1924
R L,615
LIP,202
IPS,160
PS ,599
OIL,96
CHI,1328
ILD,417
INU,500
NUA,100
UAL,573
L C,344
NSC,211
SCI,287
CIO,279
IOU,832
OUS,2366
USN,86
SNE,116
R C,771
RMI,274
G D,335
"CT,",90
H S,798
NEI,156
EIT,255
NSI,701
SID,1198
NEC,388
CES,2129
SAR,485
COR,548
RRE,2449
CT.,67
MID,300
IDS,83
DST,62
ONV,437
NVE,313
RSA,230
SAT,745
N P,863
ICA,765
A B,713
UT:,6
"OH,",238
AK ,270
K T,583
O M,1073
 AU,399
AUS,1123
STR,1961
TRI,922
RIA,633
IA.,47
ERH,154
RHA,121
APS,199
I D,413
NDE,3043
"GS,",152
IA ,136
NEV,548
DOE,245
"SH,",85
", F",822
AR.,149
RAY,277
G U,369
US!,31
 RU,1406
RUS,1204
USS,1164
ALO,570
SAV,130
 EU,65
EUR,190
URO,136
ROP,411
PE.,29
. O,564
RAC,512
ACI,200
US ,1148
SOV,524
REI,202
EIG,436
IGN,646
COG,169
OGN,173
GNI,376
IZE,407
ZES,21
H V,54
TRU,631
RUE,177
UE ,331
O I,603
IT.,565
IN!,43
N! ,203
! O,79
 GO,2468
GOO,582
OOD,1431
OD ,1098
WON,235
OND,743
RFU,137
UL ,585
L S,637
GN ,182
O P,866
RFO,58
NOB,114
OBL,120
ROL,158
 EA,667
RTH,444
"TH,",282
O V,107
IRT,265
RTU,277
TUO,57
UOU,98
T G,559
GOD,331
SAK,91
IM.,899
M. ,858
L F,359
 FU,476
ULF,45
LFI,49
FIL,158
S V,409
 CR,1175
CRU,147
USH,650
 HY,6
HYD,1
YDR,3
DRA,508
RA ,72
A O,108
REV,391
EVO,179
VOL,194
OLU,368
LUT,227
UTI,477
H H,1770
RSO,243
SON,1598
MUR,113
URD,76
D V,309
VIL,453
LLA,347
LAI,486
 AV,136
GE ,1139
 BL,711
BLO,203
LOO,1911
E J,198
E..,284
...,2138
.. ,1284
HOM,620
"OM,",224
ASK,1044
SK ,308
K Y,79
REL,739
ELY,1110
ON?,57
N?.,13
?..,118
. E,195
GLA,591
OMM,852
MME,376
MER,726
ERC,319
RCI,61
PIR,207
IRI,358
L N,229
NNO,392
MPE,901
ERO,928
LEX,246
EXA,337
XAN,144
ER',376
LOF,29
OFT,278
FTI,50
SOU,557
UL.,79
L. ,345
EFU,298
FUS,220
O E,481
EVA,89
VAC,21
ACU,35
CUA,5
UAT,61
MAL,366
LTA,61
TA.,3
WAN,489
O F,629
EEK,230
EKS,81
"KS,",115
SEC,307
ECR,125
CRE,435
RET,968
MOT,460
OTI,634
CTI,1393
NS.,242
NSW,348
SWE,436
WER,3202
R D,592
EV ,178
V G,43
GET,745
ET?,13
? N,67
NON,278
STO,2919
LF-,172
F-A,15
-AB,5
ABN,4
BNE,2
NEG,59
EGA,934
GAT,220
R E,640
NTS,1040
TS ,2222
"LF,",303
ESI,573
SIR,230
F M,657
NKI,207
KIN,2281
ND.,471
MIS,568
ISE,961
NG!,131
G! ,101
! A,264
T L,1009
TTL,1186
Y W,1854
RM!,2
M! ,97
! P,50
PRU,75
A H,555
S D,1354
ECL,78
CLA,352
LAR,664
VIN,1406
NCI,443
CIB,11
L E,228
POW,307
ERL,366
BEF,851
EFO,955
M..,48
ARD,2249
DEN,1888
ENB,16
NBU,33
RG ,201
G S,776
"YS,",61
", O",1134
HAU,80
UGW,1
GWI,6
ITZ,77
TZ ,48
Z E,3
 EI,183
AMO,305
MOU,333
IAN,1187
NEU,46
EUT,31
UTR,13
ITY,1336
S J,181
A T,745
RAP,371
AP.,31
P. ,148
N G,377
FTY,63
INY,21
 AD,1058
D M,1771
MON,797
NAR,185
ARC,418
RCH,590
CH.,236
H. ,286
PE!,8
SUD,448
UDD,514
DDE,829
ENL,485
Y P,649
PAU,158
 OW,502
ETU,323
UOS,4
TY.,299
INK,724
"NK,",88
INS,1043
NST,708
STE,2167
WIN,1066
NTZ,13
TZI,11
ROD,499
ODE,351
DE ,1566
CAP,518
PTU,181
E K,738
 KI,746
G O,1518
IA',14
A'S,309
NSE,541
SAU,51
AUL,126
ULT,462
LT.,37
 EL,388
ELO,230
LOQ,15
OQU,25
QUE,671
UEN,169
NT.,542
U G,77
 GI,757
GIV,670
CUP,207
P O,198
EA?,5
MOM,499
OPO,105
POS,1469
"OS,",6
ADD,484
G C,365
M A,1442
 AG,1184
AGA,959
GAI,1054
AM ,578
M E,119
TWO,603
WO ,502
VIC,618
ICO,124
OMT,49
MTE,49
TEM,323
EMA,744
"RT,",186
ONN,136
NTM,32
TMO,31
NCY,189
CYS,1
THR,1035
HRO,604
ROH,2
OHA,1
"NS,",450
BES,456
ENU,37
NUI,34
UIN,137
EMI,158
MIG,345
IGR,22
ALS,613
LSO,272
ABB,53
BBE,88
RIO,504
IO.,6
O. ,191
. D,284
W T,979
T P,1237
ROF,65
OFO,33
FOU,496
NKE,85
ER?,146
R? ,201
? H,321
CEI,375
EIV,354
OR.,297
RD?,8
LIG,673
MEE,230
HEM,1794
"EM,",212
"ME,",653
", H",2474
STU,405
TUD,234
UDI,91
DIE,887
SSN,28
Y J,73
 OC,325
OCC,383
CCU,396
CUR,406
URR,485
"IM,",795
E Q,313
 QU,1268
UES,579
K W,229
HIE,452
IEF,464
EF ,246
VIS,459
ISI,629
OWA,332
WAG,80
AGE,1170
BAR,312
ARO,370
FUN,63
UNK,155
ETA,202
T V,203
VIE,272
ENN,292
NA?,9
A? ,37
N B,977
L A,959
ACC,512
CCO,320
O O,859
 OB,330
OBT,61
BTA,56
OST,2098
 OT,872
RYI,296
ECU,175
LMO,156
MOS,1283
LOS,607
 EY,863
EYE,950
YES,1443
DIC,235
NYO,187
YON,546
ELS,322
LSE,265
A R,584
 RI,986
O C,807
CRI,532
ICI,370
CIZ,11
ZE ,163
PLE,1740
TH.,191
N R,688
 SI,2469
SIS,358
A D,687
 DR,1501
DRY,40
RNF,18
NFU,188
NAM,178
"SS,",593
NA',83
SSU,234
SUM,215
UME,242
F P,457
SIN,1579
DEV,209
VOT,65
GLE,275
ADN,62
 IL,249
LLU,50
LUS,252
MAJ,167
AJE,99
JES,144
STY,147
DEI,23
GNE,97
W B,222
BEA,449
EAU,216
AUC,19
UCO,2
OUP,149
P D,22
 D',42
D'E,11
'ES,12
LOU,356
OUD,252
UDE,272
 OV,705
OOK,2279
KED,2073
"UT,",225
WOM,375
OMA,359
ANL,27
RTI,534
IER,2825
RLI,157
QUI,1094
UIC,204
ICK,519
CKN,40
ITU,254
TUA,167
BOT,329
O R,756
REB,43
EBU,15
BUK,5
UKE,60
IM ,2693
M (,27
 (F,14
(FO,10
DAR,345
SS),6
S) ,37
) A,70
SAM,690
NSO,66
SOL,962
ID:,64
W A,646
LY.,649
RYO,228
ENR,23
NRA,11
AMA,89
MAZ,43
AZI,78
GLY,235
AUT,279
TIF,246
IFU,104
BOW,174
SIG,494
IFY,56
FY ,47
TIT,208
DE.,106
I O,76
FTE,1189
NUE,262
 AF,1156
AFT,940
"SE,",578
RAW,390
AWI,232
G N,285
MIA,33
IAB,50
ABL,1318
BLY,281
TOP,451
OPI,225
PIC,151
ICS,65
CS ,33
ON-,73
N--,170
K H,330
W U,62
UNF,82
AIR,853
IRL,217
RLY,566
 JO,472
JOY,269
OYS,33
F L,312
LIF,770
IFE,975
FE ,465
IBU,62
UTE,711
WHY,543
 TW,797
SUC,709
UCH,1221
SPL,163
LDR,123
DRE,2217
EN?,57
N? ,141
K O,533
ANA,363
ATO,367
TOL,764
", Y",635
R Y,248
UNG,653
GES,378
ADM,171
DMI,293
MIT,511
TTI,610
F N,233
REJ,68
EJO,51
JOI,180
RAI,838
AIS,282
YEB,33
EBR,53
H C,362
EN.,300
PPR,332
IAT,332
EM ,989
ERV,637
RVE,257
EM.,308
 EC,51
ECS,26
CST,26
C S,62
LE.,588
AN',393
HEL,603
ELP,214
LP ,126
P I,137
. L,165
AVA,145
VAT,115
I L,152
CK ,1076
BUM,14
UMP,183
MP ,125
NIT,517
T J,112
JOK,59
KE;,2
; I,90
ALK,729
LK ,263
OU.,182
U. ,89
W I,464
TIS,255
ISF,208
SFI,79
FIE,397
? B,43
ELV,287
LVE,397
VES,614
S (,71
 (A,78
(AN,13
ITS,1041
MEL,172
ELA,307
CHO,902
OLY,134
ON),21
"N),",14
TY',13
 PI,2071
D..,109
M S,442
IFI,370
FIC,1225
AWA,814
WAI,424
PLY,336
WNE,106
LAS,1363
HEI,1526
EIR,1480
IR ,1649
 ED,67
EDU,80
DUC,271
UCA,40
 TU,861
OOL,129
OLS,48
LS.,91
HIP,183
LYT,51
YTE,51
A Q,92
UIE,152
"OL,",26
Y M,688
N U,360
USU,185
SUA,222
"AL,",260
NKL,69
KLE,103
UTH,336
CLE,746
Y R,661
VEA,27
ETH,1096
UNE,286
NEX,313
EDL,239
COA,304
OAR,121
D U,693
UNP,88
NPL,70
ASA,361
SAN,726
BOR,660
H M,376
OU?,96
U? ,74
EPR,254
ROA,729
OAC,328
ACH,1042
OKI,471
P P,21
VEL,362
M Y,55
 SL,569
BAN,430
ANE,162
Y L,583
FE.,136
CRO,689
OSS,1160
I E,51
XPL,211
MYS,212
YSE,155
LF.,256
F. ,226
LPE,37
PED,749
ED!,94
GNA,101
UEL,153
EL ,455
EDI,335
DIT,282
U N,48
RRY,413
G Y,93
ODI,160
DIG,65
IGA,58
GAL,226
LE?,34
E? ,422
SKE,762
NIA,49
CHM,291
HMA,178
MAK,462
AKI,612
AKN,33
N M,834
YET,347
"ET,",173
A L,761
Y U,188
UNH,45
NHA,90
PPY,223
PY ,187
BOL,280
OLK,255
LKO,203
KON,258
NSK,457
SKA,67
KAY,50
AYA,50
YA.,91
"GH,",67
MEM,415
EMO,417
ORY,529
FIT,81
ORL,206
RLD,185
MOV,780
VEM,285
EME,1656
NFO,161
RMA,254
"OW,",677
"W, ",926
", E",585
EVI,908
VID,550
UNA,212
NAB,176
HEC,27
ECK,161
HTS,196
COS,220
USA,263
RUB,170
UBL,242
A Y,93
AR?,35
? A,360
L I,538
FIV,99
GOE,24
N L,479
IS?,37
? P,56
ED:,104
D: ,120
: T,144
AT',384
T'S,951
 PU,818
P W,162
H..,34
RIC,367
NGY,3
GY.,7
RY.,319
SKI,724
KI ,231
TIR,211
M T,2032
RMY,668
"OR,",379
 NI,912
NIC,868
KNA,25
D ',17
 'T,25
'TH,18
A.',2
.' ,39
' H,73
LEV,125
ECC,5
CCE,200
"IC,",35
"C, ",35
GIR,211
RL ,84
PY.,29
ROT,481
ER;,67
R; ,94
MEI,2
NEN,66
DE-,148
E-D,55
-DE,101
E-C,67
-CA,93
AMP,456
F K,81
KUT,535
UTU,646
TUZ,529
UZO,531
ZOV,532
OV',314
HT.,270
"EN,",674
"TE,",290
ASO,313
WNW,18
NWA,31
DS.,227
RRA,276
FFA,208
OTE,342
VE-,22
E-S,12
-SL,1
LAF,2
AFE,55
" F,",1
LAG,293
ELD,529
LDE,381
EPO,178
RTS,303
TS.,284
F G,239
LIA,345
IAR,162
ASY,86
SY ,138
Y G,484
CUL,502
ULI,144
"PS,",124
 SW,284
SWU,7
WUN,7
RO ,24
BAC,589
K I,241
RMC,36
MCH,34
HAI,350
"IR,",164
ANO,717
DIR,285
DEZ,1
"EZ,",4
"Z, ",30
"A, ",907
EFL,134
FLE,274
LEC,324
 I',302
I'L,190
'LL,383
KI',65
I'S,95
WIF,324
"FE,",198
GED,630
LY',9
BEH,370
EHA,67
ALF,198
ICE,2120
ESH,237
IP ,122
P A,433
ID.,176
 II,38
G R,502
ROO,1343
OOM,1048
M W,656
S G,784
RAD,336
ADU,26
DUA,57
LLI,568
G. ,573
GHE,270
SEM,150
MBL,220
RE:,22
E: ,106
: P,14
PEO,593
EOP,598
OPL,594
WID,73
R B,911
 CI,253
CIR,165
IRC,208
RCL,146
LI',29
